Level,ParentPath,AssemblyPath,LineType,PartNumber,PartName,PartKey,QuantityInThisLine,Quantity_in_Parent,OccurrenceLabel,OccurrenceInternalName,Placement,LinkedObjectName,LinkedObjectLabel,Volume_mm3,Area_mm2,BoundingBox_mm,CenterOfMass
3,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Lenkhalter rechts kompl001,Occurrence(Link),,Lenkhalter rechts kompl,LinkGroup008,1,1,Lenkhalter rechts kompl001,Link034,"Placement [Pos=(-1.97215e-31,3.9443e-31,-10), Yaw-Pitch-Roll=(-135,0,180)]",LinkGroup008,Lenkhalter rechts kompl,18384.05075,13493.9574,79.0 x 90.4 x 20.00000000000003,"Vector (3.9545768641111243, 1.7242474849323064, -5.1375017910675655)"
3,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Nabe Kompl002,Occurrence(Link),,Nabe Kompl,LinkGroup002,1,1,Nabe Kompl002,Link035,"Placement [Pos=(5.91646e-31,1.38778e-14,29.3), Yaw-Pitch-Roll=(45,0,0)]",LinkGroup002,Nabe Kompl,73612.67526,45375.99006,79.99999999999999 x 73.12122512670847 x 62.30000000000001,"Vector (-11.044449858887615, 0.004805503567653533, 9.067829804197343)"
3,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Achse rechts Kompl001,Occurrence(Link),,Achse rechts Kompl,LinkGroup009,1,1,Achse rechts Kompl001,Link036,"Placement [Pos=(2.77556e-14,2.08167e-14,33.3), Yaw-Pitch-Roll=(-15.0366,0,0)]",LinkGroup009,Achse rechts Kompl,36682.84481,39859.3625,84.99254556922041 x 84.99254556922041 x 79.5,"Vector (1.2875225205101416e-13, -1.1497967786738139e-14, 21.532907713684107)"
3,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Vorderrad rechts,Occurrence(Link),,Vorderrad rechts,LinkGroup012,1,1,Vorderrad rechts,LinkGroup012,"Placement [Pos=(2.77556e-14,3.46945e-14,29.3), Yaw-Pitch-Roll=(-15.0366,0,0)]",LinkGroup012,Vorderrad rechts,226959.3963,136831.59,146.70913787407744 x 146.79992503400643 x 55.00000000000002,"Vector (0.0007186129541481051, 0.002754010825619935, 33.88272201319118)"
4,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Vorderrad rechts,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Vorderrad rechts/Felge Vorne,DirectPart,,Felge Vorne,Solid038,1,1,Felge Vorne,Solid038,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid038,Felge Vorne,68586.05129,59532.35492,123.9900615507308 x 123.9900615507308 x 54.999378364001615,"Vector (3.0076742655491613e-06, -5.836057087896641e-06, 11.701110020576028)"
4,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Vorderrad rechts,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Vorderrad rechts/Pneu Vorne,DirectPart,,Pneu Vorne,Solid039,1,1,Pneu Vorne,Solid039,"Placement [Pos=(1.2326e-32,-6.93889e-15,1.5), Yaw-Pitch-Roll=(0.639071,0,0)]",Solid039,Pneu Vorne,158376.6542,77299.23507,146.79976839840845 x 146.79893428495916 x 55.00000000000002,"Vector (-3.065563193271173e-05, 0.0040812190041012286, 1.5000572886922459)"
3,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/SI-Mutter M010,Occurrence(Link),,SI-Mutter M8,Solid035,1,1,SI-Mutter M010,Link037,"Placement [Pos=(2.77556e-14,2.08167e-14,41.3), Yaw-Pitch-Roll=(0,0,0)]",Solid035,SI-Mutter M8,1019.86884,1062.674043,15.0 x 15.0 x 12.0,"Vector (1.3064793016317646e-10, -1.51614543292725e-09, 46.815340693295965)"
3,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Scheibe002,Occurrence(Link),,Scheibe,Solid036,1,1,Scheibe002,Link038,"Placement [Pos=(2.77556e-14,2.08167e-14,-17.7), Yaw-Pitch-Roll=(0,0,0)]",Solid036,Scheibe,388.1123564,651.3149889,20.0 x 20.0 x 1.5,"Vector (1.1086344074405824e-13, 2.6876808146572024e-14, -18.449999999999992)"
3,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/Haltering002,Occurrence(Link),,Haltering,Solid034,1,1,Haltering002,Link039,"Placement [Pos=(5.55112e-14,3.46945e-14,19.8), Yaw-Pitch-Roll=(-29.8787,0,0)]",Solid034,Haltering,743.1399723,1597.432006,57.94431693808689 x 57.99863991487585 x 1.5,"Vector (-6.406109894597072e-15, 2.056543436079758e-14, 19.05000000000001)"
3,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett/6Kant Mutter M010,Occurrence(Link),,6Kant Mutter M8-CH,Solid037,1,1,6Kant Mutter M010,Link040,"Placement [Pos=(2.77556e-14,1.38778e-14,-26), Yaw-Pitch-Roll=(0,0,0)]",Solid037,6Kant Mutter M8-CH,743.5447536,641.9681687,13.000000000000002 x 15.011106998930273 x 6.800000000000001,"Vector (3.4217261394025578e-06, 1.4929507245076668e-06, -22.59999896673906)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Occurrence(Link),,Vorderrad links Komplett,LinkGroup015,1,1,Vorderrad links Komplett,LinkGroup015,"Placement [Pos=(147.65,126.169,-92.9475), Yaw-Pitch-Roll=(-71.9133,-41.9385,-116.043)]",LinkGroup015,Vorderrad links Komplett,358532.1921,239514.2892,105.09414017259863 x 146.7635117204971 x 154.6733993492369,"Vector (170.80793640077727, 126.07969844729101, -103.56127988250007)"
3,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Lenkhalter links kompl001,Occurrence(Link),,Lenkhalter links kompl,LinkGroup001,1,1,Lenkhalter links kompl001,Link043,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(135,0,0)]",LinkGroup001,Lenkhalter links kompl,18384.05084,13493.9574,79.0 x 90.39999999999995 x 20.00000000000003,"Vector (3.9545768641111314, -1.724247484932299, -5.1375093024376435)"
3,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Nabe Kompl003,Occurrence(Link),,Nabe Kompl,LinkGroup002,1,1,Nabe Kompl003,Link044,"Placement [Pos=(2.77556e-14,-1.38778e-14,29.3), Yaw-Pitch-Roll=(-45,0,0)]",LinkGroup002,Nabe Kompl,73612.67526,45375.99006,79.99999999999999 x 73.12122512670847 x 62.30000000000001,"Vector (-11.044449858887615, 0.004805503567653533, 9.067829804197343)"
3,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Achse links Kompl001,Occurrence(Link),,Achse links Kompl,LinkGroup005,1,1,Achse links Kompl001,Link045,"Placement [Pos=(1.38778e-14,0,33.3), Yaw-Pitch-Roll=(-138.192,-0,0)]",LinkGroup005,Achse links Kompl,36682.84481,39859.3625,84.97605144337874 x 84.9691746939346 x 79.5,"Vector (2.7675701438159454e-14, 3.017364268778505e-14, 21.532907713684132)"
3,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Vorderrad links,Occurrence(Link),,Vorderrad links,LinkGroup014,1,1,Vorderrad links,LinkGroup014,"Placement [Pos=(2.77556e-14,-2.77556e-14,29.3), Yaw-Pitch-Roll=(-138.192,-0,0)]",LinkGroup014,Vorderrad links,226965.8764,136831.59,146.79856824914742 x 146.79982993911696 x 55.000000000000014,"Vector (0.002320793564943786, -0.0016474334922636697, 33.88264206004312)"
4,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Vorderrad links,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Vorderrad links/Felge Vorne001,Occurrence(Link),,Felge Vorne,Solid038,1,1,Felge Vorne001,Link041,"Placement [Pos=(2.18953e-46,-2.77556e-14,2.77556e-14), Yaw-Pitch-Roll=(0,0,0)]",Solid038,Felge Vorne,68586.05129,59532.35492,123.9900615507308 x 123.9900615507308 x 54.999378364001615,"Vector (3.0076742655491613e-06, -5.836057087896641e-06, 11.701110020576028)"
4,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Vorderrad links,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Vorderrad links/Pneu Vorne001,Occurrence(Link),,Pneu Vorne,Solid039,1,1,Pneu Vorne001,Link042,"Placement [Pos=(-4.06756e-31,-1.38778e-14,1.5), Yaw-Pitch-Roll=(-167.376,0,180)]",Solid039,Pneu Vorne,158376.6542,77299.23507,146.79976839840845 x 146.79893428495916 x 55.00000000000002,"Vector (-3.065563193271173e-05, 0.0040812190041012286, 1.5000572886922459)"
3,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/SI-Mutter M011,Occurrence(Link),,SI-Mutter M8,Solid035,1,1,SI-Mutter M011,Link046,"Placement [Pos=(4.16334e-14,-1.38778e-14,41.3), Yaw-Pitch-Roll=(-24.5199,0,0)]",Solid035,SI-Mutter M8,1019.86884,1062.674043,15.0 x 15.0 x 12.0,"Vector (1.3064793016317646e-10, -1.51614543292725e-09, 46.815340693295965)"
3,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Scheibe003,Occurrence(Link),,Scheibe,Solid036,1,1,Scheibe003,Link047,"Placement [Pos=(2.77556e-14,-1.38778e-14,-17.7), Yaw-Pitch-Roll=(0,0,0)]",Solid036,Scheibe,388.1123564,651.3149889,20.0 x 20.0 x 1.5,"Vector (1.1086344074405824e-13, 2.6876808146572024e-14, -18.449999999999992)"
3,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/Haltering003,Occurrence(Link),,Haltering,Solid034,1,1,Haltering003,Link048,"Placement [Pos=(2.77556e-14,-2.77556e-14,19.8), Yaw-Pitch-Roll=(0,0,0)]",Solid034,Haltering,743.1399723,1597.432006,57.94431693808689 x 57.99863991487585 x 1.5,"Vector (-6.406109894597072e-15, 2.056543436079758e-14, 19.05000000000001)"
3,Nissan GT-R/Fahrwerk/Vorderrad links Komplett,Nissan GT-R/Fahrwerk/Vorderrad links Komplett/6Kant Mutter M011,Occurrence(Link),,6Kant Mutter M8-CH,Solid037,1,1,6Kant Mutter M011,Link049,"Placement [Pos=(1.38778e-14,-2.08167e-14,-26), Yaw-Pitch-Roll=(0,0,0)]",Solid037,6Kant Mutter M8-CH,743.5447536,641.9681687,13.000000000000002 x 15.011106998930273 x 6.800000000000001,"Vector (3.4217261394025578e-06, 1.4929507245076668e-06, -22.59999896673906)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Lenkstange komplett001,Occurrence(Link),,Lenkstange komplett,LinkGroup016,2,2,Lenkstange komplett001,Link053,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup016,Lenkstange komplett,14604.17071,13471.562,292.99998932152295 x 14.999978643045809 x 21.0,"Vector (-5.480320336607076e-15, 7.735679265942019e-16, 3.5392949494118495)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Heckdiffusor,DirectPart,,Heckdiffusor,Solid041,1,1,Heckdiffusor,Solid041,"Placement [Pos=(3.9243,66.6694,-671.315), Yaw-Pitch-Roll=(0,90,0)]",Solid041,Heckdiffusor,121566.2893,108850.0381,309.00000000000006 x 64.50000000000202 x 175.05408347023933,"Vector (3.9242991126895292, 77.74269789174976, -786.5189070956155)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Senk_M4x018,Occurrence(Link),,Senk_M4x55,Solid042,10,10,Senk_M4x018,Link054,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid042,Senk_M4x55,719.8180365,804.3380944,55.0 x 7.956175162946186 x 8.0,"Vector (26.312622726516555, 5.922686288286479e-17, -1.0422289233862086e-16)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Senk_M3x017,Occurrence(Link),,Senk_M3x16,Solid043,10,10,Senk_M3x017,Link055,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid043,Senk_M3x16,126.3182902,210.9030749,16.0 x 6.0 x 6.0,"Vector (7.164892188683819, -2.8564547744321338e-18, -7.831934715228852e-17)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/M5x16,DirectPart,,M5x16,Solid017,1,1,M5x16,Solid017,"Placement [Pos=(3.9243,120.769,-716.315), Yaw-Pitch-Roll=(-90,8.26944e-14,111.192)]",Solid017,M5x16,548.2507296,531.080465,8.486812386332247 x 21.00000000000003 x 8.486812386332304,"Vector (3.9242994429763205, 117.23900952949309, -716.314518603178)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Sidepipes001,Occurrence(Link),,Sidepipes,Solid044,2,2,Sidepipes001,Link056,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid044,Sidepipes,53971.05938,34268.01811,276.2524246455639 x 28.917255802158238 x 53.66599920287003,"Vector (-90.79698693075495, -1.5020517090067077e-06, -0.2928782582902949)"
1,Nissan GT-R,Nissan GT-R/Innenraum,Occurrence(Link),,Innenraum,LinkGroup020,1,1,Innenraum,LinkGroup020,"Placement [Pos=(3.9243,200.669,-271.315), Yaw-Pitch-Roll=(0,90,0)]",LinkGroup020,Innenraum,734592.346,610657.6435,265.60000000000014 x 222.35217618360775 x 284.05440645858994,"Vector (8.288616690350707, 155.41053747530574, -354.8771269337129)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Armaturenbrett 3,DirectPart,,Armaturenbrett 3,Solid045,1,1,Armaturenbrett 3,Solid045,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid045,Armaturenbrett 3,319280.6216,244476.855,284.05440645858994 x 140.6802408177387 x 265.60000000000014,"Vector (38.61755422922806, -21.849693828912727, 5.038142112845823)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Schaltwippen,DirectPart,,Schaltwippen,Solid046,1,1,Schaltwippen,Solid046,"Placement [Pos=(77.8978,8.81493,70), Yaw-Pitch-Roll=(105,85.9328,90)]",Solid046,Schaltwippen,1893.036548,2252.065719,11.579638531894304 x 36.34054594061987 x 57.99138326005966,"Vector (77.68396659365239, 9.497363740780148, 70.04912706556284)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Lenkrad,DirectPart,,Lenkrad,Solid047,1,1,Lenkrad,Solid047,"Placement [Pos=(85.2379,12.3307,70.1064), Yaw-Pitch-Roll=(105,85.9328,90)]",Solid047,Lenkrad,11338.0282,7000.088912,23.06617687308814 x 69.7179271581515 x 71.96933691648567,"Vector (85.8358272628293, 9.995774794632682, 69.93517395855054)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Bolzen,DirectPart,,Bolzen,Solid048,1,1,Bolzen,Solid048,"Placement [Pos=(86.5911,11.1443,70), Yaw-Pitch-Roll=(105,85.9328,90)]",Solid048,Bolzen,1381.978008,2310.684415,40.96053803109757 x 21.070710534794507 x 9.974815409973061,"Vector (67.39923548926826, 6.087233041334327, 70.00586403542168)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Blinkerhebel001,Occurrence(Link),,Blinkerhebel,Solid049,3,3,Blinkerhebel001,Link059,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid049,Blinkerhebel,500.6700313,845.7481831,24.5 x 8.0 x 8.0,"Vector (10.575911792058388, 2.725479120104243e-07, 1.7931555094913763e-07)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/LÃ¼fterdÃ¼se001,Occurrence(Link),,LÃ¼fterdÃ¼se,Solid050,5,5,LÃ¼fterdÃ¼se001,Link060,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid050,LÃ¼fterdÃ¼se,1515.921643,3751.60915,14.399999999999999 x 21.962779481967907 x 22.000000000000004,"Vector (1.5082021561314305, -9.53141953302523e-07, 2.3829238188697596e-06)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Lautsprecher klein komplett001,Occurrence(Link),,Lautsprecher klein komplett,LinkGroup018,4,4,Lautsprecher klein komplett001,Link061,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup018,Lautsprecher klein komplett,1323.864716,2833.367818,11.200000000000006 x 24.989423752055007 x 25.000000000000004,"Vector (1.4627119307300671, -6.667276477508273e-07, 7.34426674464745e-07)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Basisplatte,DirectPart,,Basisplatte,Solid053,1,1,Basisplatte,Solid053,"Placement [Pos=(5.55112e-14,-84,-6.93889e-15), Yaw-Pitch-Roll=(180,0,180)]",Solid053,Basisplatte,246196.1605,159698.5568,266.00000000000006 x 76.0 x 248.00000000000003,"Vector (101.86919733099606, -89.60101115901938, -0.035170832219427156)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Fusspedal001,Occurrence(Link),,Fusspedal,Solid054,2,2,Fusspedal001,Link062,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid054,Fusspedal,3120.641847,3449.958744,25.0 x 36.75753834583253 x 22.0,"Vector (-2.718378365411537, 2.6181800820389145, -4.4284150608528025e-07)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Sitz komplett001,Occurrence(Link),,Sitz komplett,LinkGroup019,2,2,Sitz komplett001,Link063,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup019,Sitz komplett,69424.18909,75261.81393,156.74637170624862 x 180.93059311667312 x 104.06706759053229,"Vector (-10.885507895258193, 49.51531144405474, 0.008720412695859579)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Knopf001,Occurrence(Link),,Knopf,Solid059,5,5,Knopf001,Link064,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid059,Knopf,38.8450765,107.0297295,7.000000000000001 x 2.0 x 7.000000000000002,"Vector (2.2864633042003244e-16, 1.2769656208820641, 6.56842007790929e-17)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Knopf klein001,Occurrence(Link),,Knopf klein,Solid060,4,4,Knopf klein001,Link065,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid060,Knopf klein,18.94763736,40.73501096,2.993006307571618 x 4.0 x 3.0,"Vector (7.20744980096354e-17, 2.4557282252892176, 4.0720233310580416e-17)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/M3x020,Occurrence(Link),,M3x8,Solid026,4,4,M3x020,Link066,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid026,M3x8,114.2410478,186.5951545,11.0 x 5.5 x 5.5,"Vector (1.2173028061271887, 3.887299866412144e-18, -1.796369953065337e-17)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/6Kant Mutter M013,Occurrence(Link),,6Kant Mutter M3,Solid058,4,4,6Kant Mutter M013,Link067,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid058,6Kant Mutter M3,50.36061943,102.2243016,5.5 x 6.350852961085883 x 2.4,"Vector (1.5986160472103108e-06, 7.080717089789204e-07, 1.199999444811951)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Emblem klein,DirectPart,,Emblem klein,Solid061,1,1,Emblem klein,Solid061,"Placement [Pos=(90.1112,13.6365,70.1064), Yaw-Pitch-Roll=(105,86.9758,-180)]",Solid061,Emblem klein,29.48812222,115.2067594,2.77877596845056 x 8.064373417695391 x 9.662717596928928,"Vector (90.25521886425923, 13.675111473206346, 70.1063804989958)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Drehknopf,DirectPart,,Drehknopf,Solid062,1,1,Drehknopf,Solid062,"Placement [Pos=(65.7368,-13.7631,-16.4938), Yaw-Pitch-Roll=(138.834,-87.3588,-180)]",Solid062,Drehknopf,259.466457,966.1708078,13.302524710106525 x 12.501207843411082 x 14.199995124587408,"Vector (67.12570039374968, -12.174656922025653, -16.49375973883288)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Drehknopf 3,DirectPart,,Drehknopf 3,Solid063,1,1,Drehknopf 3,Solid063,"Placement [Pos=(65.7368,-13.7631,16.4938), Yaw-Pitch-Roll=(138.834,-89.9569,180)]",Solid063,Drehknopf 3,259.466457,966.1708078,13.313237648167181 x 12.510542634268303 x 14.185932482526006,"Vector (67.12570039437405, -12.174656922571588, 16.493759775416713)"
2,Nissan GT-R/Innenraum,Nissan GT-R/Innenraum/Drehknopf 2,DirectPart,,Drehknopf 2,Solid064,1,1,Drehknopf 2,Solid064,"Placement [Pos=(66.0784,-14.0617,3.55271e-14), Yaw-Pitch-Roll=(-41.1664,-89.5274,-3.43156e-11)]",Solid064,Drehknopf 2,259.466457,966.1708078,13.312897299505963 x 12.510246069166055 x 14.190270835782654,"Vector (67.46728393339473, -12.473336932809957, 1.7789867973978807e-08)"
1,Nissan GT-R,Nissan GT-R/Karosserie komplett,Occurrence(Link),,Karosserie komplett,LinkGroup030,1,1,Karosserie komplett,LinkGroup030,"Placement [Pos=(3.9243,126.169,-91.3145), Yaw-Pitch-Roll=(0,-90,0)]",LinkGroup030,Karosserie komplett,5489381.884,3721029.826,590.6509672537916 x 322.4243775386383 x 922.5200441117668,"Vector (3.741277468913986, 201.8109608265827, -432.4497503131165)"
3,Nissan GT-R/Karosserie komplett/Karosserie,Nissan GT-R/Karosserie komplett/Karosserie/Solid065,DirectPart,,Solid065,Solid065,1,1,Solid065,Solid065,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid065,Solid065,1114.924357,1098.861154,50.37608040000009 x 3.0 x 14.03214115999998,"Vector (-284.97782350113584, -9.499999999999996, 157.07192390072248)"
